experiment	commit	metric	status	description
449	c087bdf	discard	95.00	widening the queue-owned HEVC drain from two credits to three kept stability intact but pushed progression down to 48 frames at 309.397 ms startup, so extra VT in-flight credit just adds stale work without buying any additional progression on the current contract
450	d3569fd	discard	25.00	forcing high-refresh HDR HEVC onto the GPU staged input path crashed the HEVC runtime probe with String.init(cString:) null-termination failure before scoring, which means the detached 10-bit staging contract is not even production-stable yet and cannot be used as the next path to 120 fps
451	846f6f1c	discard	25.00	making sdr-base-hdr-overlay use an SDR-base 8-bit HEVC path with logical overlay frame-state synthesis caused the official HEVC runtime probe to deliver zero frames and dropped the score to 25.00, so the current bridge/VT contract still depends on the full-frame 10-bit path for startup viability even though the overlay semantics are conceptually cleaner
452	7d8fa492	discard	25.00	keeping the Main10 input path but switching sdr-base-hdr-overlay bitstream signaling to SDR while synthesizing overlay HDR frame-state made the official runtime probe fail before HEVC progression could start, so the current runtime probe/startup contract is still coupled to the existing PQ overlay signaling path and this semantic split is not production-safe yet
453	fa5f5cb	keep	71.55	preferring raw SkyLight over private direct IOSurface for 120 Hz ProRes Proxy restored the runtime probe from a warmup failure to 119 callback frames with 125.060 ms startup and 9.354 ms average callback latency, lifting the official score to 71.55 while leaving HEVC stable at 51 frames
454	c2066c4	keep	80.08	raising the high-refresh raw SkyLight pending slack for ProRes Proxy to eight frames reduced runtime-probe drop pressure from 17 to 13 events while preserving near-target cadence, improving the official score to 80.08 with HEVC also ticking up to 52 frames
455	2217b8f7+c2066c4	keep	95.62	moving 120 Hz ProRes Proxy overlay sessions from q1 to q3 on top of the kept raw SkyLight backend and wider pending slack cut drop pressure to seven events with zero dropped frames, raising ProRes to 82.51 and the official score to 95.62 while HEVC remained the limiting path at 51 frames
456	1c5d8f6d	discard	test-failed	forcing 120 Hz HEVC overlay sessions onto q3 immediately broke the targeted bootstrap guardrails by changing the expected auto queue profile from q1 to q3 and raising the recommended forwarding frame capacity from 2 to 3, so explicit deeper HEVC source queueing is not compatible with the current official contract
457	c85588d	discard	95.62	adding one extra high-refresh HEVC raw SkyLight source slot improved ProRes stability as a side effect but left HEVC pinned at 51 frames and therefore could not lift the overall score beyond 95.62, so extra HEVC source slack alone is not the lever that breaks the current progression ceiling
458	60067d7	discard	95.62	dropping high-refresh HEVC MaxFrameDelayCount from 1 to 0 did not move the 51-frame HEVC ceiling and therefore could not lift the overall score beyond 95.62, so VT frame-delay buffering is not the missing lever on the current path
459	b849c3c2	discard	test-failed	promoting only 120 Hz SDR-base HDR overlay HEVC sessions to q3 is structurally plausible, but the experiment as committed also rewrote the generic auto-capacity expectation and failed the targeted bootstrap contract before runtime measurement, so this exact contract-change bundle cannot be kept
460	22d89823	discard	95.62	promoting only 120 Hz partial HDR overlay HEVC sessions from q1 to q3 preserved the official score at 95.62 because HEVC remained pinned at 51 frames while the gain landed on ProRes instead, so deeper overlay queueing in Lumen is not the limiting lever
461	2217b8f7+f3ab008	discard	91.50	stamping an explicit 1/120 duration onto high-refresh HEVC submissions did not move the 51-frame HEVC ceiling and the measured run regressed ProRes stability badly, so per-frame encode duration is not a safe or effective lever on this path
462	2217b8f7+8c67a8a	discard	25.42	breaking the capture callback free with a naive encodeQueue async handoff caused HEVC drop events to spike to 35 and collapsed the official score to 25.42, which shows the root issue is not sync alone but the lack of a bounded actor-like scheduler that preserves freshness and backpressure without blocking
463	2217b8f7+310cce3	discard	test-failed	an actor-based latest-only scheduler is the right structural direction after the async drop storm, but this implementation captured a recursive closure across Task boundaries and failed Swift 6 concurrency checks before measurement
464	2217b8f7+0427584	discard	25.00	an actor-backed latest-only processing pump compiled and ran, but decoupling high-refresh callback-only processing from synchronous backpressure still triggered 68 HEVC drop events and collapsed the score to 25.00, so this workload needs source-to-encoder coupling stronger than a single-flight freshest-only actor
465	2217b8f7+5cb9ce8	discard	95.21	disabling temporal compression for the 120 Hz HDR HEVC path improved startup but dropped HEVC progression from 51 to 49 frames and could not beat the kept 95.62 score, so the persistent HEVC ceiling is not coming from temporal frame dependency depth alone
466	2217b8f7+86f5523	discard	95.42	tightening the high-refresh HDR HEVC VBV buffer from 1/30s to 1/60s improved ProRes stability but pushed HEVC back to 50 frames and still failed to beat the kept 95.62 score, so the HEVC ceiling is not fixed by a smaller encoder VBV buffer alone
467	2217b8f7+2b61e70	discard	95.62	dropping high-refresh HEVC reference buffers to zero left the 51-frame HEVC ceiling unchanged and only shifted ProRes stability, so encoder reference depth is not the missing lever behind the current progression wall
468	2217b8f7+60b8194	discard	95.62	removing VideoToolbox data-rate limits from the high-refresh HEVC path left the 51-frame HEVC ceiling unchanged and only shifted ProRes stability, so HEVC rate smoothing is not the missing lever
469	2217b8f7+0ea0335	discard	90.46	retuning the HEVC high-refresh raw SkyLight bootstrap to the documented 240hz-q3 shorthand left HEVC stuck at 51 frames and badly destabilized ProRes Proxy, so widening the source bootstrap candidate itself is not the right production fix
470	2217b8f7+f7d44fe	discard	test-failed	applying the macOS 26 VideoToolbox conferencing preset is still worth testing, but this implementation failed Swift CoreFoundation bridging checks before runtime measurement so the result is unusable
471	2217b8f7+f21c380	discard	95.21	applying the macOS 26 VideoToolbox VideoConferencing preset improved startup but pushed HEVC down to 49 frames and failed to beat the kept score, so that low-latency preset is not the right hardware mode for this 4K120 HDR HEVC workload
472	2217b8f7+e7ae0d3	discard	95.62	applying the macOS 26 VideoToolbox HighSpeed preset left the HEVC ceiling unchanged at 51 frames, so preset-level throughput mode selection is not the missing lever either
473	2217b8f7+50ce030	keep	95.83	capping worst-case HEVC frame QP at 40 finally lifted the limiting 120 Hz HDR HEVC path from 51 to 52 frames without destabilizing ProRes Proxy, raising the official score to 95.83 and confirming that encode complexity is the first live lever past the current wall
474	2217b8f7+43d5251	discard	95.62	raising the high-refresh HDR HEVC MaxAllowedFrameQP cap from 40 to 44 lost the newly gained HEVC frame and fell back to the old 95.62 plateau, so the live improvement window is tighter than that and QP 40 remains the better cap so far
475	2217b8f7+fa1b837	discard	95.62	adding MinAllowedFrameQP=20 on top of the new MaxAllowedFrameQP=40 cap erased the HEVC gain and fell back to the old plateau, so the current improvement comes from the upper QP ceiling alone rather than a raised QP floor
476	2217b8f7+7258f6b	discard	95.83	keeping the new HEVC QP40 cap while removing high-refresh HEVC data-rate limits preserved the gain but did not improve the official score beyond 95.83, so the hard rate window is not the next lever after QP40
477	2217b8f7+136646f	discard	95.21	raising the high-refresh HDR HEVC MaxAllowedFrameQP cap from 40 to 42 collapsed both HEVC and ProRes progression, so the newly opened improvement window is sharply centered at 40 rather than somewhere above it
478	2217b8f7+440c22f	discard	95.00	disabling SpatialAdaptiveQPLevel on top of the new HEVC QP40 cap sharply regressed both codecs, so the current encoder gain depends on keeping VideoToolbox spatial QP adaptation enabled even under low-latency rate control
479	2217b8f7+b01b7a6	discard	95.62	forcing BaseFrameQP=28 on supported high-refresh HDR HEVC sessions did not improve the official score beyond 95.62, so turning off standard rate control entirely is not the next step past the QP40 keep
480	2217b8f7+7937e74	discard	95.62	forcing BaseLayerFrameRateFraction=1.0 on top of the HEVC QP40 keep left the score at 95.62 while badly inflating HEVC startup latency, so collapsing the low-latency temporal layering is not the next lever
0	95.62	baseline	Lumen=29590e52d582b144864a2f4829eade9bbcbc85d2,MacDisplayKit=4f8f2414c1930e24ae6cea8cc1052663b7617b1e	unmodified code
481	29590e52+cc17ca0	discard	25.00	forcing explicit VideoToolbox hardware encoder identifiers caused the HEVC runtime probe to crash with a String.init(cString:) fatal while ProRes remained healthy, so explicit encoder-id pinning is unsafe on the current live path and must stay discarded
